"Timestamp","What is your gender ?","What is your marital status","Who do you stay with ?","What is your highest education level","What kind of movies do you watch ?","What is your age range","What is your country of origin?","What is your town/city/province of origin?","Where are you currently staying?","State the languages that you can speak fluently","What is your religion","What is your mood today ?","What is the current situation around you ?","Do you have mental stress ?","Are you currently studying ?","Are you expecting any upcoming event in the next two weeks ?","What is your emotional state today ?","Which location best describes where you stay ?  ","State your area of expertise(e.g art or engineering)","What is your income range per month in US$","State the model of the device that you are using to answer these questions(e.g mobile: Nokia 5, laptop: dell latitude 3340)","Sports [Sports]","Technology [Technology]","News [News]","Music [Music]","Hobbies [Hobbies]","Food [Food Types]"
"2019/03/14 9:45:43 AM GMT+2","Male","Single","Immediate Family","Tertiary","Religious;Sci-fi;comedy;Action","21-25","Zimbabwe","Harare","Harare","Shona and English","Christianity","good","peaceful;hopeful;good","No","Yes","Yes","Joyful","Low Density","Computer science and business","1-100","laptop acer","Atheletics;Soccer;Cricket","Information Technology;Energy;Architecture;Appliances;Medical Technology;Science;Robotics;Artificial Intelligence","sport news;Tech News;Crime News;Business News","Gospel/religious;Country;Electronic","e-gaming;sporting","legumes;Breads;Eggs;Meat;Cereals"
"2019/03/14 9:45:57 AM GMT+2","Male","Single","Immediate Family","Tertiary","Religious;Sci-fi;comedy;Action","21-25","Zimbabwe","Harare","Harare","Shona and English","Christianity","good","peaceful;hopeful;good","No","Yes","Yes","Joyful","Low Density","Computer science and business","1-100","laptop acer","Atheletics;Soccer;Cricket","Information Technology;Energy;Architecture;Appliances;Medical Technology;Science;Robotics;Artificial Intelligence","sport news;Tech News;Crime News;Business News","Gospel/religious;Country;Electronic","e-gaming;sporting","legumes;Breads;Eggs;Meat;Cereals"
"2019/03/14 4:05:38 PM GMT+2","Male","Single","Immediate Family","Tertiary","Religious;Sci-fi;comedy;Romance;Action","21-25","zimbabwe","mashcentral","bindura","english","Muslim","apathetic;good","peaceful","No","No","Yes","fearful","Rural"," engineering","1-100","phone","Atheletics;Soccer;Rugby;Tennis;Swimming;Cricket","Information Technology","sport news;editorial/column;Lifestyle/entertainment;Business News","Gospel/religious;rock;sungura;Dance Hall","Mountain climbing;reading;fishing;e-gaming;Dance Hall;watching TV","Breads;Dairy products;Eggs;Meat;Cereals"
"2019/03/14 4:06:52 PM GMT+2","Male","Single","Immediate Family","Tertiary","Religious;Sci-fi;comedy;Romance;Action","21-25","zimbabwe","mashcentral","bindura","english","Muslim","apathetic;good","peaceful","No","No","Yes","fearful","Rural"," engineering","1-100","phone","Atheletics;Soccer;Rugby;Tennis;Swimming;Cricket","Information Technology","sport news;editorial/column;Lifestyle/entertainment;Business News","Gospel/religious;rock;sungura;Dance Hall","Mountain climbing;reading;fishing;e-gaming;Dance Hall;watching TV","Breads;Dairy products;Eggs;Meat;Cereals"
"2019/03/14 8:28:47 PM GMT+2","Female","Single","Immediate Family","Tertiary","Romance;Action","21-25","Zimbabwe","Harare","School","shona, english","Christianity","good","threatening","No","Yes","Yes","fearful","Medium Density","engineering","1-100","laptop dell","Others","Information Technology;Agriculture;Entertainment & Media;Art & Music;Clothing & Accessories;Science;Robotics;Artificial Intelligence","Lifestyle/entertainment;Tech News;Business News","Gospel/religious;pop;Rnb","watching TV","Dairy products;Meat;Cereals"
"2019/03/15 2:12:27 AM GMT+2","Male","Single","Immediate Family","Tertiary","Action","21-25","Zimbabwe","Harare","Chinhoi","english and shona","Christianity","good","peaceful","No","Yes","Yes","Joyful","High Density","engineering","1-100","","Soccer","Information Technology","sport news","Reggae","Cooking","Meat"
"2019/03/15 8:45:24 AM GMT+2","Male","Single","Immediate Family;Extended family","Tertiary","Documentaries;comedy","31-35","Zimbabwe","Harare","Harare","Shona, English","Christianity","good","hopeful;good","No","Yes","Yes","Joyful","Low Density","Engineering","1-100","laptop","Atheletics;Soccer;Tennis;Cricket","Information Technology;Artificial Intelligence","sport news;Lifestyle/entertainment;Investigative News;Tech News;Business News","Gospel/religious;pop;rock;sungura;jazz;Rnb;Dance Hall;Reggae;Country;House","reading;watching TV","Baked goods;Meat;Cereals"
"2019/03/15 10:51:04 AM GMT+2","Male","Single","Immediate Family","Tertiary","Religious;Sci-fi;Action","21-25","Zimbabwe","Kwekwe","Mutare","Shona and english","Christianity","good","hopeful","Yes","Yes","Yes","Joyful","Low Density","engineering","101-1 000","dell latitude 3340","Soccer;Tennis;Cricket","Information Technology;Entertainment & Media","hard news;sport news","Gospel/religious;jazz;Reggae","singing","Meat;Seafood"
"2019/03/16 7:40:07 AM GMT+2","Female","Single","Immediate Family","Tertiary","comedy","21-25","zimbabwe","harare","pretoria","shona English ","Christianity","good","hopeful","No","Yes","No","Joyful","High Density","IT","1-100","samsung grand prime ","Atheletics","Information Technology","editorial/column","Gospel/religious","Cooking","Cereals"
"2019/03/17 2:52:39 AM GMT+2","Male","Single","Extended family","Tertiary","Documentaries","21-25","Zimbabwe","Murewa","HARARE","ENGLISH","Christianity","good","hopeful","No","Yes","Yes","Joyful","High Density","ENGINEERING AND PROGRAMMING","1-100","MOBILE:SAMSUNG A7 LAPTOP:HP255","Atheletics;Soccer","Information Technology;Sensors;Energy;Medical Technology;Science;Robotics;Artificial Intelligence","hard news;Tech News;Business News","Reggae;Country","reading","Baked goods;Breads;Dairy products;Eggs;Meat;Cereals"
"2019/03/18 7:10:59 AM GMT+2","Male","Single","Immediate Family","Tertiary","Documentaries","21-25","ZIM","VICTORIA FALLS","VICTORIA FALLS","ENGLISH NDEBELE","Christianity","good","good","No","Yes","Yes","Joyful","High Density","ENGINEERING","1-100","DELL INSPIRON","Rugby;Tennis;Swimming","Information Technology","sport news;Investigative News","House","Mountain climbing;sporting","Baked goods;Breads;Dairy products;Eggs;Meat;Cereals"
"2019/03/22 10:59:58 AM GMT+2","Male","Single","Immediate Family","Secondary","Sci-fi;Action","21-25","Zimbabwe","Bulawayo","Harare","English, Shona ,Ndebele","Christianity","good","peaceful","No","Yes","Yes","Joyful","Low Density","Engineering","1-100","Laptop","Others","Information Technology;Sensors;Entertainment & Media","hard news;feature news;Business News","Gospel/religious;Rnb","Cooking;watching TV","legumes;Edible plants;Edible nuts and seeds;Baked goods;Breads;Cereals"
"2019/03/23 2:41:15 AM GMT+2","Male","Single","Immediate Family","Tertiary","Documentaries;Religious;comedy;Romance","21-25","Zimbawe","Chipinge","Chinhoyi","Shona ","Christianity","good","peaceful","Yes","Yes","Yes","Joyful","Rural","Computer Science","1-100","hp notebook (clone)","Others","Information Technology","sport news;editorial/column","Gospel/religious;pop;Dance Hall;Reggae;Country;House","Cooking;e-gaming","legumes;Edible nuts and seeds;Breads;Eggs;Cereals"
"2019/03/23 6:35:16 AM GMT+2","Male","Single","Immediate Family","Tertiary","Documentaries;Sci-fi;comedy;Action","21-25","Zimbabwe","Harare","chinhoyi","Shona","Christianity","good","hopeful","Yes","Yes","No","fearful","Medium Density","Computer repairing","","mobile:samsung grand neo","Cricket","Information Technology","sport news","Gospel/religious;jazz","Cooking;fishing;e-gaming","Dairy products"
"2019/03/24 10:24:25 AM GMT+2","Female","Single","Immediate Family","Tertiary","Sci-fi","21-25","zimbabwe","harare","chinhoyi","english","Christianity","good","good","No","Yes","No","Joyful","High Density","information technology","1-100","laptop:lenovo thinkpad e520","Others","Information Technology","Lifestyle/entertainment;Investigative News;Tech News","Gospel/religious;Rnb;Country","Cooking;reading;e-gaming;singing;watching TV","Edible plants;Baked goods;Dairy products;Meat;Cereals"
"2019/03/25 7:03:39 AM GMT+2","Male","Single","Immediate Family","Tertiary","Action","21-25","Zimbabwe","harare","chinhoyi","english","Christianity","good","peaceful","No","Yes","Yes","fearful","Medium Density","engineering","1-100","laptop","Soccer","Information Technology","sport news","Reggae","watching TV","Meat"
"2019/03/26 9:29:00 AM GMT+2","Male","Single","Immediate Family","Secondary","Documentaries;Sci-fi;comedy;Action","21-25","Zimbabwe","Triangle","Harare","English, Shona","Christianity","good","peaceful","No","Yes","Yes","Joyful","Medium Density","Computer Science","","Dell Latitiude E5440","Atheletics;Soccer;Rugby;Swimming;Cricket","Information Technology;Sensors;Agriculture;Entertainment & Media;Appliances;Industrial Machines;Robotics;Artificial Intelligence","hard news;sport news;Investigative News;Tech News;Crime News;Business News","Rnb;Dance Hall;Reggae;House;Electronic","fishing;e-gaming;sporting","Meat"
"2019/03/26 7:44:19 PM GMT+2","Female","Single","Immediate Family","Tertiary","Documentaries","21-25","Zimbabwe","chipinge","chinhoyi","shona, english","Christianity","good","hopeful","No","Yes","No","Joyful","Medium Density","it","","surface","Others","Information Technology","Lifestyle/entertainment","Gospel/religious","Cooking;Mountain climbing;singing","legumes;Edible plants;Baked goods;Dairy products"
"2019/03/27 10:27:48 PM GMT+2","Male","Single","Immediate Family","Tertiary","Documentaries;Romance","21-25","Zimbabwe","Harare","Harare","English","Christianity","good","threatening","No","Yes","Yes","Joyful","High Density","engineering","1-100","mobile:nokia 5","Soccer","Sensors","hard news;Lifestyle/entertainment","Gospel/religious;pop;Rnb","Cooking;Mountain climbing;reading;watching TV","Breads"
"2019/03/27 10:28:15 PM GMT+2","Male","Single","Immediate Family","Tertiary","Documentaries;Romance","21-25","Zimbabwe","Harare","Harare","English","Christianity","good","threatening","No","Yes","Yes","Joyful","High Density","engineering","1-100","mobile:nokia 5","Soccer","Sensors","hard news;Lifestyle/entertainment","Gospel/religious;pop;Rnb","Cooking;Mountain climbing;reading;watching TV","Breads"
"2019/03/28 9:20:21 AM GMT+2","Male","Single","Immediate Family","Tertiary","Documentaries;Religious;Sci-fi;comedy;Romance;Action","21-25","ZIMBABWE","HARARE","HARARE","ENGLISH, SHONA","Christianity","good","good","No","Yes","Yes","Joyful","Medium Density","Computer Science","101-1 000","Samsung Grand Prime +","Soccer;Others","Information Technology","editorial/column;Investigative News;Tech News;Business News","Gospel/religious;Country;Electronic","Cooking;reading;e-gaming","Dairy products;Eggs;Meat"
"2019/03/28 4:10:13 PM GMT+2","Male","Married","Immediate Family","Tertiary","Documentaries;Religious;Sci-fi;comedy;Romance;Action","26-30","Zimbabwe","Nyanga","Chitungwiza","English Shona","Christianity","good","hopeful","No","Yes","Yes","Joyful","Medium Density","Information Technology","101-1 000","Desktop Computer","Atheletics;Soccer","Information Technology;Energy;Agriculture;Entertainment & Media;Artificial Intelligence","hard news;editorial/column;Tech News;Business News","Gospel/religious;sungura;jazz;House","Cooking;reading;singing;watching TV","legumes;Edible plants;Baked goods;Breads;Dairy products;Eggs;Meat;Cereals"
"2019/03/30 5:07:30 PM GMT+2","Female","Married","Immediate Family","Professional","comedy","41-45","zimbabwe","harare","business","shona","Christianity","good","hopeful","No","Yes","No","sorrowful","High Density","engineering","101-1 000","hp elitebook 8570p","Atheletics","Information Technology","hard news","Gospel/religious","e-gaming","Dairy products;Eggs"
"2019/04/08 9:57:04 AM GMT+2","Male","Single","Immediate Family","Tertiary","Sci-fi;comedy;Action","21-25","zimbabwe","Harare","harare","ndebele, shona, zulu, english","Christianity","frustrated;depressed","peaceful","No","Yes","Yes","sorrowful","Low Density","Information technology","","hp envy ","Others","Information Technology;Entertainment & Media;Clothing & Accessories","hard news;sport news","Gospel/religious;pop;Rnb;House;Electronic","watching TV","Baked goods;Dairy products;Meat;Cereals"
"2019/04/11 12:11:08 PM GMT+2","Male","Single","Sibling(s)","Tertiary","Action","26-30","Zimbabwe","Kadoma","Harare","English","Christianity","good","peaceful;hopeful;good","No","Yes","No","Joyful","High Density","technology","1-100","laptop","Soccer;Rugby;Tennis;Cricket","Information Technology","sport news;Investigative News;Tech News;Crime News;Business News","Gospel/religious;Rnb;Dance Hall;Reggae;Country;Electronic","e-gaming;sporting;watching TV","Meat;Cereals"
"2019/04/13 1:47:22 PM GMT+2","Male","Single","Immediate Family","Tertiary","Documentaries","21-25","zimbabwe","harare","zimbabwe chinhoyi","shona english","Christianity","good","peaceful","No","Yes","No","Joyful","High Density","engineering","101-1 000","laptop:acer","Atheletics;Soccer;Swimming;Others","Information Technology;Transport;Architecture;Entertainment & Media","sport news;feature news;Lifestyle/entertainment;Investigative News","Gospel/religious;Rnb;Dance Hall;Reggae","Cooking;fishing;sporting;watching TV","Dairy products;Eggs;Meat;Cereals"
"2019/04/15 4:43:53 PM GMT+2","Male","Single","Extended family","Tertiary","Documentaries","26-30","Zimbabwe","Masvingo","Harare","Shona and English","Christianity","good","good","Yes","Yes","No","Joyful","Medium Density","engineering","1001-10 000","laptop","Atheletics;Soccer;Rugby;Swimming","Information Technology","hard news;Tech News;Business News","pop;Rnb;Country;House","fishing","Baked goods"
"2019/04/16 11:11:15 AM GMT+2","Male","Married","Extended family","Tertiary","Documentaries","31-35","Zimbabwe","Mash east","chinhoyi","english, shona","Christianity","envious","threatening","No","Yes","Yes","Joyful","Medium Density","Machine learning","1001-10 000","Nokia 5","Atheletics;Soccer","Information Technology","feature news;Crime News;Business News","Gospel/religious;Rnb","Mountain climbing;watching TV","legumes;Dairy products;Meat;Cereals;Seafood"
"2019/04/16 3:46:01 PM GMT+2","Female","Single","Immediate Family","Tertiary","comedy","21-25","Zimbabwe","Chivhu","Chinhoyi","english and shona","Christianity","good","peaceful","No","No","Yes","Joyful","Medium Density","engneering","10 000 +","laptop:samsung","Atheletics;Tennis;Swimming","Information Technology","Lifestyle/entertainment","Rnb","Cooking;reading","Dairy products;Eggs;Cereals"
"2019/04/20 5:27:57 PM GMT+2","Male","Married","Immediate Family","Tertiary","Religious","31-35","Zimbabwe","Harare","Mt Pleasant","English","Christianity","good","peaceful","Yes","Yes","Yes","Joyful","Low Density","Research","10 000 +","laptop","Atheletics;Soccer;Swimming","Information Technology;Sensors;Agriculture","hard news;sport news;editorial/column;Lifestyle/entertainment;Profiles","Gospel/religious","reading;e-gaming;sporting;singing;watching TV","legumes;Edible plants;Edible nuts and seeds;Baked goods;Breads;Dairy products;Eggs;Meat;Cereals"
"2019/04/24 9:17:39 AM GMT+2","Female","Single","Immediate Family","Other","Documentaries;Religious;Sci-fi;comedy;Romance;Action","21-25","Zimbabwe","Masvingo","Gweru","Shona and English","Christianity","good","chaotic","Yes","Yes","Yes","sorrowful","High Density","business studies","","hp desktop","Others","Information Technology;Entertainment & Media;Art & Music;Clothing & Accessories;Medical Technology;Science;Robotics;Artificial Intelligence","editorial/column;Lifestyle/entertainment;Investigative News;Tech News;Crime News;Business News","Gospel/religious;House;Electronic","Cooking;reading;singing;watching TV","legumes;Edible nuts and seeds;Baked goods;Dairy products;Eggs;Meat;Cereals"
"2019/04/25 9:24:48 AM GMT+2","Female","Other","Immediate Family","Tertiary","comedy;Romance;Action","21-25","Zimbabwe","Mash West","Chinhoyi","Shona","Christianity","depressed","good","Yes","Yes","No","fearful","Medium Density","engineering","1-100","desktop","Others","Information Technology;Sensors;Entertainment & Media","Lifestyle/entertainment;Investigative News;Crime News","Country;House","Cooking;Mountain climbing;reading;singing;watching TV","Baked goods;Eggs;Meat"
"2019/04/25 9:33:41 AM GMT+2","Female","Other","Immediate Family","Tertiary","comedy;Action","21-25","zimbabwe","Bulawayo","Chinhoyi","Ndebele","Christianity","good","peaceful","No","Yes","Yes","Joyful","Low Density","Networking","101-1 000","Laptop","Rugby;Swimming;Cricket","Information Technology","Lifestyle/entertainment","Rnb;House","Cooking;Mountain climbing;fishing;e-gaming;watching TV","legumes;Baked goods;Dairy products;Meat;Cereals"
"2019/04/28 5:32:53 PM GMT+2","Female","Single","Sibling(s)","Tertiary","Romance","26-30","colombia","bugata","kinshai","englisk","Muslim","good","peaceful","No","Yes","Yes","Joyful","Low Density","engineering","1-100","mobile","Tennis","Information Technology;Transport;Agriculture;Architecture;Industrial Machines;Medical Technology;Science;Robotics;Artificial Intelligence","hard news;sport news;Investigative News;Tech News;Business News","Gospel/religious;sungura;jazz;Rnb;Dance Hall;Reggae;Country;House","Cooking;reading;fishing;singing;watching TV","Edible plants;Baked goods;Breads;Dairy products"
"2019/05/02 8:05:16 AM GMT+2","Female","Single","Immediate Family","Secondary","Sci-fi;comedy;Action","21-25","zimbabwe","harare","harare","shona,english","Christianity","good","peaceful;hopeful;good","No","Yes","Yes","Joyful","High Density","engineering","1-100","laptop","Tennis","Information Technology","Lifestyle/entertainment","Gospel/religious;Rnb;Dance Hall","Cooking;e-gaming;watching TV","Meat;Cereals"
"2019/05/02 8:10:30 AM GMT+2","Male","Single","Extended family","Secondary","Action","21-25","zw","mash west","chinhoyi","english","Christianity","good","hopeful","No","Yes","No","Joyful","Medium Density","eng","101-1 000","","Soccer","Information Technology","sport news","Gospel/religious","reading","Eggs"
"2019/05/02 8:10:44 AM GMT+2","Male","Single","Immediate Family","Tertiary","Sci-fi;comedy;Action","21-25","Zimbabwe","Chinhoyi","Chinhoyi","Shona and English","Christianity","good","peaceful","Yes","Yes","Yes","Joyful","High Density","Information Technology","1-100","Laptop","Atheletics;Soccer","Information Technology","sport news;Lifestyle/entertainment","Gospel/religious;Dance Hall","e-gaming;watching TV","Meat"
"2019/05/02 8:11:29 AM GMT+2","Female","Single","Immediate Family","Secondary","comedy;Romance","21-25","Zimbabwe","Chinhoyi","Chinhoyi","Shona","Christianity","good","good","No","Yes","Yes","Joyful","Medium Density","engineering","1-100","dell latitude 3340","Atheletics","Information Technology","Lifestyle/entertainment;Profiles","Gospel/religious;pop;Rnb","Cooking;singing","Baked goods;Breads;Meat"
"2019/05/02 8:12:01 AM GMT+2","Female","Single","Friend(s)","Tertiary","Action","21-25","zimbabwe","harare","chinhoyi","shona","Christianity","good","good","Yes","Yes","Yes","Joyful","High Density","art","1-100","laptop","Others","Information Technology","Business News","Gospel/religious","reading","Cereals"
"2019/05/02 8:19:18 AM GMT+2","Male","Single","Immediate Family","Secondary","Religious;Sci-fi","21-25","Zimbabwe","harare","Katanda","Shona","Christianity","good","hopeful","No","Yes","No","Joyful","High Density","engineering","1-100","dell desktop corei5","Atheletics","Information Technology;Sensors;Transport","Lifestyle/entertainment;Profiles;Investigative News","Gospel/religious;jazz;Country","watching TV","Breads;Dairy products;Cereals"
"2019/05/02 8:19:44 AM GMT+2","Male","Single","Immediate Family","Tertiary","Religious;Romance;Action","21-25","zimbabwe","kwekwe","mutare","shona english","Christianity","good","hopeful;good","No","Yes","Yes","Joyful","Low Density","network engineering","101-1 000","itel","Soccer;Others","Information Technology;Art & Music","hard news;sport news","Gospel/religious;jazz","Cooking;sporting;singing;watching TV","Eggs;Meat;Cereals;Seafood"
"2019/05/02 8:20:59 AM GMT+2","Male","Single","Extended family","Secondary","comedy;Romance;Action","21-25","Zimbabwe","Masvingo","Chinhoyi, Rujeko","Shona, English","Christianity","good","hopeful;good","No","Yes","Yes","Joyful","High Density","engineering","1-100","Samsung S5, laptop: lenovo ideapad 110","Others","Information Technology","sport news;Tech News;Crime News","Gospel/religious;sungura;Reggae;House","e-gaming;sporting;watching TV","Meat;Cereals"
"2019/05/02 8:21:49 AM GMT+2","Female","Single","Immediate Family","Secondary","Religious;comedy;Romance","21-25","ZIMBABWE","MANICALAND","CHINHOYI","ENGLISH,SHONA","Christianity","good","peaceful;hopeful","No","Yes","Yes","Joyful","High Density","INFORMATION TECHNOLOGY","1-100","SAMSUNG GALAXY J5 PRIME","Atheletics;Swimming","Information Technology;Entertainment & Media;Artificial Intelligence","Lifestyle/entertainment;Tech News;Business News","Gospel/religious;Rnb;Reggae","Cooking;Mountain climbing;fishing;singing","legumes;Edible plants;Edible nuts and seeds;Baked goods;Breads;Dairy products;Eggs;Meat;Cereals"
"2019/05/02 8:23:12 AM GMT+2","Female","Single","Immediate Family","Tertiary","comedy;Romance;Action","21-25","Zimbabwe","Harare ","Chinhoyi","English and Shona","Christianity","depressed","chaotic","Yes","Yes","No","fearful;sorrowful","Medium Density","mathematics","1-100","acer desktop","Atheletics;Others","Information Technology;Energy;Entertainment & Media;Art & Music;Medical Technology;Robotics;Artificial Intelligence","hard news;Lifestyle/entertainment;Investigative News;Tech News;Crime News;Business News","Gospel/religious;pop;Rnb;Reggae;Country;House","Cooking;reading;fishing;singing;watching TV","legumes;Edible plants;Baked goods;Dairy products;Meat;Cereals;Seafood"
"2019/05/02 8:23:36 AM GMT+2","Female","Single","Immediate Family","Tertiary","Religious;comedy","21-25","Zimbabwe","Mash Central","Bindura","English and Shona","Christianity","good","hopeful","No","Yes","Yes","Joyful","Medium Density","Engineering","","lenovo dual core","Others","Information Technology","Lifestyle/entertainment","Gospel/religious","Cooking;singing","legumes;Baked goods;Dairy products;Eggs;Cereals"
"2019/05/02 8:23:57 AM GMT+2","Male","Single","Extended family","Tertiary","Sci-fi","21-25","Zimbabwe","Highfield Harare","Highfields","English and Shona","Christianity","good","hopeful;good","No","Yes","Yes","Joyful","High Density","engineering","","blackberry 8510","Soccer","Information Technology","sport news;feature news;Tech News","Gospel/religious;Reggae","reading;e-gaming;sporting","Baked goods;Breads;Dairy products;Eggs;Meat"
"2019/05/02 8:24:33 AM GMT+2","Male","Single","Immediate Family","Tertiary","Sci-fi;comedy;Action","21-25","zimbabwe","harare","coldstream ","shona","Christianity","apathetic","deceptive;hopeful","Yes","No","Yes","fearful","High Density","nothing","1-100","dell desktop core i7","Soccer","Entertainment & Media;Robotics;Artificial Intelligence","sport news;Lifestyle/entertainment","Electronic","e-gaming;watching TV","legumes;Baked goods;Dairy products;Seafood"
"2019/05/02 8:26:00 AM GMT+2","Male","Single","Immediate Family","Tertiary","Documentaries","21-25","zimbabwe","Nyanga","chinhoyi","english and shona","Christianity","apathetic","hopeful","Yes","Yes","Yes","fearful;sorrowful","Medium Density","engineering","1-100","laptop","Soccer","Information Technology","Investigative News","Dance Hall","reading","Dairy products"
"2019/05/02 8:26:22 AM GMT+2","Female","Single","Immediate Family","Tertiary","Sci-fi;comedy;Romance","15-20","Zimbabwe","Masvingo","Marondera","Shona","Christianity","depressed","peaceful","Yes","Yes","Yes","sorrowful","Low Density","mathematics","1-100","lenovo","Others","Information Technology","Lifestyle/entertainment;Profiles","Gospel/religious;rock;Rnb;Dance Hall","Cooking;watching TV","Breads;Eggs;Meat;Cereals"
"2019/05/02 8:27:27 AM GMT+2","Female","Single","Immediate Family","Tertiary","Religious","21-25","zimbabwe","chinhoyi","chinhoyi","English and Shona","Christianity","good","good","No","Yes","No","Joyful","Medium Density","engineering","","desktop","Others","Information Technology","Business News","Gospel/religious;Country;House","Cooking;watching TV","Baked goods;Breads;Dairy products;Eggs;Meat;Cereals"
"2019/05/02 8:27:29 AM GMT+2","Female","Single","Immediate Family","Tertiary","Action","15-20","Zimbabwe","Masvingo","Chinoyi","English and Shona","Christianity","good","peaceful","No","Yes","No","Joyful","Medium Density","engineering","","desktop","Others","Information Technology","Crime News","Gospel/religious;Country;House","reading;singing;watching TV","Breads;Dairy products;Eggs;Meat;Cereals;Seafood"
"2019/05/02 8:27:54 AM GMT+2","Male","Single","Immediate Family","Tertiary","Sci-fi","21-25","Zimbabwe","Harare","Chinhoyi","English and shona","Christianity","good","good","No","Yes","Yes","Joyful","Medium Density","engineering","","lapto","Others","Information Technology","hard news;sport news;editorial/column;Lifestyle/entertainment;Investigative News;Tech News;Crime News;Business News","pop;Rnb;Reggae","Cooking;reading","Dairy products;Eggs;Meat;Cereals"
"2019/05/02 8:28:03 AM GMT+2","Male","Single","Immediate Family","Tertiary","Action","21-25","Zimbabwe","Harare","Chinhoyi","Shona , English","Christianity","good","peaceful","No","Yes","Yes","Joyful","Medium Density","Engineering","1-100","laptop","Soccer","Information Technology","sport news","Dance Hall","e-gaming","Cereals"
"2019/05/02 8:29:58 AM GMT+2","Female","Single","Immediate Family","Tertiary","Documentaries","21-25","zimbabwe","harare","harare","english","Christianity","good","threatening","Yes","Yes","No","fearful","Medium Density","engineering","1-100","desktop","Others","Information Technology","Investigative News","Gospel/religious;pop;Rnb","sporting;watching TV","legumes;Edible plants;Edible nuts and seeds;Baked goods;Breads;Dairy products;Eggs;Meat;Cereals"
"2019/05/02 8:30:12 AM GMT+2","Female","Single","Immediate Family","Tertiary","comedy","21-25","Zimbabwe","Chivhu","Harare","English and Shona","Christianity","frustrated","deceptive","No","Yes","No","fearful","Medium Density","Engineering","1-100","laptop","Atheletics;Others","Information Technology","sport news;Profiles","Gospel/religious;Dance Hall;House","reading;sporting;Dance Hall;singing;watching TV","Baked goods;Dairy products;Eggs;Meat;Cereals"
"2019/05/02 8:31:23 AM GMT+2","Male","Single","Immediate Family","Tertiary","Religious;comedy;Romance;Action","21-25","Zimbabwe","Murehwa","Chinhoyi","English,Shona","Christianity","good","good","Yes","Yes","Yes","fearful","Medium Density","engineering","1-100","laptop","Atheletics;Soccer","Information Technology;Entertainment & Media;Robotics;Artificial Intelligence","sport news;Tech News;Crime News;Business News","Gospel/religious;Dance Hall;Reggae;Country","Mountain climbing;fishing;singing","Baked goods;Breads;Dairy products;Eggs;Meat;Cereals;Seafood"
"2019/05/02 8:31:45 AM GMT+2","Female","Single","Immediate Family","Tertiary","comedy","21-25","ZIMBABWE","HARARE","CHINHOYI","ENGLISH","Christianity","good","peaceful","No","Yes","No","sorrowful","High Density","INFORMATION TECHNOLOGY","1-100","LAPTOP","Rugby","Information Technology","Lifestyle/entertainment","Gospel/religious","singing","Dairy products"
"2019/05/02 8:31:54 AM GMT+2","Female","Single","Immediate Family","Tertiary","Religious;Sci-fi;comedy;Romance;Action","21-25","Zimbabwe","Masvingo","Norton","English and Shona","Christianity","frustrated","deceptive","Yes","Yes","No","sorrowful","Medium Density","Engineering","1-100","Laptop","Tennis;Others","Information Technology","Lifestyle/entertainment;Profiles;Investigative News;Crime News","Gospel/religious;sungura;Rnb;Reggae;Country;House","Cooking;reading;Dance Hall;singing;watching TV","Baked goods;Breads;Dairy products;Eggs;Meat;Cereals;Seafood"
"2019/05/02 8:32:18 AM GMT+2","Male","Single","Immediate Family","Tertiary","Action","21-25","Zimbabwe","harare","chinhoyi","shona","Christianity","good","good","No","Yes","Yes","Joyful","Medium Density","engineering ","1-100","lenovo desktop","Soccer","Information Technology","sport news","Rnb","reading;e-gaming","Meat"
"2019/05/02 8:32:23 AM GMT+2","Male","Single","Immediate Family","Tertiary","comedy;Romance;Action","21-25","Zimbabwe","Waterfalls/Harare/Harare province","Waterfalls","shona","Christianity","good","hopeful","No","Yes","No","Joyful","Medium Density","engineering","1-100","dell  vostro desktop","Swimming;Others","Information Technology;Entertainment & Media;Artificial Intelligence","Lifestyle/entertainment;Tech News;Business News","Gospel/religious;Rnb;Electronic","reading;sporting;singing;watching TV","legumes;Breads;Eggs;Meat;Cereals"
"2019/05/02 8:33:42 AM GMT+2","Female","Single","Extended family","Tertiary","comedy;Action;EPIC ","21-25","ZIMBABWE","Bulawayo","Chinhoyi","Shona and English","Christianity","depressed","dangerous","Yes","Yes","Yes","sorrowful","Medium Density","Engineering","101-1 000","Desktop:lenovo","Swimming","Information Technology","sport news;Lifestyle/entertainment","Gospel/religious;pop;rock;Rnb;Reggae;House","reading;singing;watching TV","Dairy products;Cereals;Seafood"
"2019/05/02 8:37:17 AM GMT+2","Male","Single","Immediate Family","Secondary","related to games or animation or extreme sports","15-20","Zimbabwe","Harare","Mabvuku","Shona, English","Christianity","good","hopeful","No","Yes","No","Joyful","High Density","animation","1-100","","Others","Information Technology;Entertainment & Media;Art & Music;Science;Robotics;Artificial Intelligence","Tech News","Gospel/religious;rock;Rnb;Electronic","e-gaming","legumes;Baked goods;Breads;Dairy products;Eggs;Meat;Cereals;Seafood"
